1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000
286.68392388578627,286.58733709045157,286.65121498405813,286.4023885567807,286.619276783284,287.13707858441575,286.7714057801363,286.93505256650866,286.73583835071986,287.0089673627525,286.5843948803997,286.3263532591803,286.3189514385917,286.26886637188153,286.21696445119926,286.45137020849205,286.6122703267945,286.2805299414911,286.19745871178696,286.22715410727744,286.4881004993696,286.5255031667844,286.5227181997642,286.35445773596655,286.400502686356,285.9886446320808,286.21821205075497,286.53007465930773,286.5068542110283,286.4580710334731,286.5470527112241,286.47683692797193,286.4425519715814,286.62678660058106,286.6422360541875,286.5461348425856,286.7837066095002,286.5346985738583,286.33698921941,286.7436670590433,286.8042373506415,286.98624374035023,286.6135794457731,286.4588409237529,286.57703523542847,286.7412072404956,287.00442550608005,287.21888497211114,287.17448759637927,287.5674714210203,287.58646055636507
