1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000
286.16190901172956,286.058674562483,286.17025519011446,286.25091857754205,286.23759207205734,286.310691314716,286.0242109901422,286.29447222887575,286.4575532968266,286.2903696322395,286.30416233371557,286.48460810583515,286.4272413478217,286.1534130274255,286.2095581016965,286.2811107537936,286.3928351587824,286.86433372998755,286.19052346722737,286.6725857532811,286.2442094752532,286.59141059736083,286.2767370489181,286.5404340175338,286.55220100078253,286.1966342323126,286.08275646201537,286.2103631757754,286.4562369182342,286.6839373990095,286.4818913244862,286.70442466795583,286.62805653516006,286.27266400772805,286.49083178342823,286.7553263994651,286.93159592011244,286.806227270727,286.88391605935544,286.931942104987,287.06773792946274,286.8739536923812,286.80801480194845,286.6778768173176,286.646631581458,286.8181100857266,286.8335385834837,287.0466764058745,286.89563600452243,287.10691602634154,287.08784095678425
