2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
287.94528459894104,287.69768005349357,287.9605872229693,287.8237800023499,287.93250153858935,287.65663846800527,287.81699073734404,288.34959579755696,287.98903260959736,287.8584781299234,287.9751490923139,288.15192097959965,288.2144958823475,287.61322229143946,288.1633582990556,288.3406523707127,288.63494003479326,288.2071031999385,288.6961504531945,288.36780170845316,288.3836883605856,288.34715237318517,288.61246338165165,288.6968720560583,288.5853649910054,288.66790782652157,288.761153900395,289.0371441466842,288.69942572263545,288.9420509591265,288.62867305586855,288.8034601403079,288.9317069407432,288.85298286756773,289.03535548565276,289.25737866915057,289.2159525061609,288.8964061196636,288.97916325566706,289.27377478393703,289.4017675069903,289.6664199955428,289.50379754412006,289.86848066694125,289.5853992315978,289.5809333236736,289.63139654456893,290.2156335136424,289.82185503495816,290.0702578974955,290.36949183935815,290.07509688880305,290.59164286390796,290.267414369395,289.929750091171,290.4645299957635,290.902360157249,290.37704382262734,290.73095400909085,290.87511808637817,290.9504002613119,291.32373133294584,290.9963925589369,291.00630054142675,290.9719812029407,291.3702945789951,291.05165160244377,291.3383319343735,291.56125355471625,291.14606473883623,291.3269073935649,291.5646168254191,291.8825025624229,291.263532237937,291.66976228057865,291.6158702205454,291.73635941943223,292.18753409225695,291.5262446886576,291.84255520545804,292.4320891184702,292.1906815432676,292.21403442089473,292.5223218079811,292.7363091116031,292.81316439009333
