2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
287.7222881632553,287.54162370251987,287.7750229042918,287.80036556002386,287.8084689295796,287.65934989351155,287.5545017861849,287.95400808495936,287.66061833839785,287.79460748246885,288.00666925207594,288.0148908852812,287.86048227927563,287.874903801964,288.2128663667319,288.22685796768815,288.41505213991115,288.35118585277405,288.2788030959026,288.32702801966263,288.4059034934708,288.43316822514066,288.56069911650076,288.59595208521506,288.63301836959454,288.56538074254274,288.56639439797027,288.55835766759685,288.6707205447786,288.71461746857335,288.7426117167501,288.9161715298463,288.83091409595005,288.9059376635003,288.80829936028243,288.79499864114,288.77091547802644,288.98315070585886,289.2064443524676,288.7709832720186,288.9654481226915,289.046252769384,289.08041749623646,289.03936994987305,289.3087218710283,289.50971911114124,289.039760584728,289.29084227090436,289.31359440769864,289.2160841577339,289.1169805924291,289.42627238705956,289.3953845946369,289.4277064544457,289.6745409580645,289.55362575404166,289.5404068711505,289.57037298257626,289.5732244070952,290.01472125925255,290.01057247775356,289.9165765361546,289.9997294333164,290.082743350239,289.85331714254306,289.96576817485015,290.0041553654372,290.123590127599,289.9767633675817,290.022665084177,290.2214932869724,290.31396015114,290.2465251370542,290.66646409859067,290.3967757290183,290.4205284040341,290.57714893084733,290.51114824828534,290.50848162999046,290.5373677436001,290.3014524400728,290.5566177063712,290.68791736580675,290.6972910952214,290.71890375821215,290.9962717923524
