2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
288.110667585328,287.48698494183554,287.70368250516134,287.8796029851955,287.92635802149,287.9942077126714,288.26676882984424,288.20552790423534,288.48384336291093,288.3654255413015,288.15728325699763,288.2229063283311,288.3371271182159,288.7410312329762,288.3721640973857,288.13790043346785,288.33766980534256,288.9200119581694,288.62908529016113,288.22091237888355,288.40912892527894,288.96405582000716,289.0072856353436,288.8179677967723,288.6040333916982,288.7104539956544,288.864680267905,289.12367477053505,288.7492062176899,288.8090940351022,289.073189725412,289.6301144951534,289.0642957329323,288.8144820649468,289.02185328309264,289.5201260048098,289.27327346226133,289.0061770538593,289.16258650695903,289.41609518737516,289.9603324032802,289.60798236518235,289.4943078589521,289.71451542402895,290.1472614189002,289.7188229259137,289.61227089869084,289.69654305554076,289.8628935044821,289.55981621996307,289.4899446622675,290.08120053479905,290.3468571703176,289.9848308602172,289.85979669661435,290.0951280761469,290.6243139062676,290.0767938690629,290.14070624373153,290.30115557052017,290.4870591741985,290.7442145436936,290.43994834068116,290.12439646631293,290.3253589892536,290.7661000450907,291.0397489261613,290.5422008717539,290.5667603564416,290.77541661306816,291.385394468828,291.1179526752415,290.67137956765316,290.98438287178345,291.71657687208966,291.2665983472329,290.9912108174063,291.1128758610144,291.4978190065687,291.2041166634924,291.11834710219847,291.345459821597,291.9121855543778,291.51717454774194,290.96245449584666,291.46505098092956
