1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000
286.34456467707116,286.33711693505353,286.3037919331565,286.4026785174045,286.25481626433145,286.1630168668526,286.34099173370385,286.23026675888053,286.23535118337514,286.32345854797524,286.41825070521946,286.67272350582334,286.28411912594487,286.4717174636455,286.5290447145636,286.4438178704394,286.6395709962677,286.3755032559585,286.4999313502247,286.35814486898533,286.7721979230186,286.8599273147086,286.665353742971,286.5794630050708,286.43106624394494,286.2524567446514,286.490712439798,286.65807844127085,286.6316299407868,286.6251229687001,287.0263089272967,286.79977597211405,286.6035828953266,286.3571092834105,286.44404114824425,286.6913947341526,286.8829139031263,286.8849469445764,286.7508880859691,286.85146161371955,286.8986765966577,286.72155279302297,286.43970734234887,286.40578464745533,286.7536564775926,286.7117808718548,286.9184762335975,286.5434554581195,286.73100264159996,286.81722099541605,286.9468525909263
