1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000
286.433828801509,286.3136601889135,286.38074076976534,286.1466576198892,285.94114122149017,286.0265996683275,286.0554118861861,286.1064572253106,286.3043848254778,286.1075191775388,285.9360614242821,286.2481339971594,286.2624578855727,286.0124675753174,286.39414626840596,286.2894162002253,286.2527835023173,286.08876293517005,286.4427042481236,286.68972177732314,286.34333548717615,286.5214641054503,286.3145996124659,286.13452731292995,286.3595167991451,286.47078943723295,286.3321165131994,286.5810308339641,286.5126566866831,286.33278483844515,286.9019408211055,286.82576180408796,286.6733965292674,286.52552560510696,286.46817656606146,286.8230437506591,286.72765058446356,287.03201569823136,286.9469396291135,286.709843230748,287.00476357813363,286.99466170897904,286.79522674652327,287.03153433876867,286.97781716907747,287.23099314803386,286.9671214049551,287.082548215969,287.17894856435885,287.0376174136568,287.1224248371469
